origen,destino,tiempo
N77,N126,57
N77,N127,98
N77,N128,45
N77,N129,22
N77,N130,26
N77,N131,81
N77,N132,113
N77,N133,28
N77,N134,23
N77,N135,107
N77,N136,105
N77,N137,56
N77,N138,117
N77,N139,107
N77,N140,46
N77,N141,37
N77,N142,7
N77,N143,55
N77,N144,8
N77,N145,109
N77,N146,5
N77,N147,48
N77,N148,104
N77,N149,103
N77,N150,78
N77,N151,93
N77,N152,99
N77,N153,61
N77,N154,20
N77,N155,68
N77,N156,42
N77,N157,22
N77,N158,97
N77,N159,78
N77,N160,93
N77,N161,73
N77,N162,12
N77,N163,94
N77,N164,67
N77,N165,77
N77,N166,43
N77,N167,112
N77,N168,8
N77,N169,98
N77,N170,60
N77,N171,36
N77,N172,70
N77,N173,34
N77,N174,54
N77,N175,63
N77,N176,25
N77,N177,39
N77,N178,37
N77,N179,11
N77,N180,65
N77,N181,119
N77,N182,8
N77,N183,25
N77,N184,79
N77,N185,85
N77,N186,19
N77,N187,28
N77,N188,106
N77,N189,80
N77,N190,61
N77,N191,97
N77,N192,81
N77,N193,39
N77,N194,5
N77,N195,115
N77,N196,12
N77,N197,9
N77,N198,43
N77,N199,109
N77,N200,78
N78,N79,100
N78,N80,109
N78,N81,87
N78,N82,20
N78,N83,18
N78,N84,114
N78,N85,45
N78,N86,21
N78,N87,8
N78,N88,19
N78,N89,63
N78,N90,41
N78,N91,104
N78,N92,120
N78,N93,46
N78,N94,59
N78,N95,74
N78,N96,40
N78,N97,85
N78,N98,71
N78,N99,56
N78,N100,28
N78,N101,68
N78,N102,89
N78,N103,59
N78,N104,111
N78,N105,53
N78,N106,35
N78,N107,35
N78,N108,108
N78,N109,110
N78,N110,43
N78,N111,104
N78,N112,71
N78,N113,68
N78,N114,120
N78,N115,99
N78,N116,27
N78,N117,120
N78,N118,92
N78,N119,59
N78,N120,102
N78,N121,76
N78,N122,74
N78,N123,22
N78,N124,79
N78,N125,21
N78,N126,68
N78,N127,97
N78,N128,82
N78,N129,49
N78,N130,42
N78,N131,33
N78,N132,23
N78,N133,104
N78,N134,87
N78,N135,104
N78,N136,16
N78,N137,43
N78,N138,64
N78,N139,120
N78,N140,46
N78,N141,13
N78,N142,98
N78,N143,94
N78,N144,74
N78,N145,85
N78,N146,92
N78,N147,74
N78,N148,82
N78,N149,113
N78,N150,89
N78,N151,76
N78,N152,101
N78,N153,6
N78,N154,31
N78,N155,6
N78,N156,29
N78,N157,81
N78,N158,60
N78,N159,101
N78,N160,8
N78,N161,16
N78,N162,79
N78,N163,27
N78,N164,108
N78,N165,53
N78,N166,87
N78,N167,7
N78,N168,11
N78,N169,56
N78,N170,72
N78,N171,96
N78,N172,108
N78,N173,102
N78,N174,21
N78,N175,116
N78,N176,25
N78,N177,49
N78,N178,55
N78,N179,64
N78,N180,40
N78,N181,109
N78,N182,33
N78,N183,59
N78,N184,72
N78,N185,52
N78,N186,91
N78,N187,96
N78,N188,79
N78,N189,53
N78,N190,14
N78,N191,90
N78,N192,20
N78,N193,85
N78,N194,96
N78,N195,19
N78,N196,57
N78,N197,91
N78,N198,107
N78,N199,63
N78,N200,10
N79,N80,111
N79,N81,13
N79,N82,96
N79,N83,104
N79,N84,54
N79,N85,99
N79,N86,19
N79,N87,110
N79,N88,75
N79,N89,82
N79,N90,5
N79,N91,56
N79,N92,23
N79,N93,67
N79,N94,40
N79,N95,53
N79,N96,39
N79,N97,91
N79,N98,21
N79,N99,20
N79,N100,120
N79,N101,116
N79,N102,111
N79,N103,52
N79,N104,32
N79,N105,101
N79,N106,34
N79,N107,20
N79,N108,76
N79,N109,103
N79,N110,36
N79,N111,81
N79,N112,85
N79,N113,34
N79,N114,11
N79,N115,30
N79,N116,5
N79,N117,38
N79,N118,70
N79,N119,75
N79,N120,34
N79,N121,44
N79,N122,105
N79,N123,9
N79,N124,15
N79,N125,66
N79,N126,95
N79,N127,113
N79,N128,101
N79,N129,70
N79,N130,72
N79,N131,41
N79,N132,118
N79,N133,87
N79,N134,45
N79,N135,109
N79,N136,25
N79,N137,73
N79,N138,83
N79,N139,79
N79,N140,115
N79,N141,41
N79,N142,23
N79,N143,24
N79,N144,38
N79,N145,104
N79,N146,76
N79,N147,17
N79,N148,112
N79,N149,28
N79,N150,25
N79,N151,114
N79,N152,120
N79,N153,22
N79,N154,108
N79,N155,68
N79,N156,30
N79,N157,36
N79,N158,34
N79,N159,85
N79,N160,14
N79,N161,59
N79,N162,31
N79,N163,47
N79,N164,73
N79,N165,18
N79,N166,36
N79,N167,37
N79,N168,10
N79,N169,23
N79,N170,5
N79,N171,68
N79,N172,42
N79,N173,13
N79,N174,67
N79,N175,46
N79,N176,13
N79,N177,107
N79,N178,103
N79,N179,50
N79,N180,43
N79,N181,76
N79,N182,43
N79,N183,22
N79,N184,34
N79,N185,74
N79,N186,108
N79,N187,64
N79,N188,9
N79,N189,30
N79,N190,9
N79,N191,38
N79,N192,30
N79,N193,31
N79,N194,109
N79,N195,33
N79,N196,22
N79,N197,96
N79,N198,50
N79,N199,11
N79,N200,8
N80,N81,78
N80,N82,53
N80,N83,103
N80,N84,47
N80,N85,65
N80,N86,21
N80,N87,63
N80,N88,66
N80,N89,50
N80,N90,63
N80,N91,67
N80,N92,108
N80,N93,93
N80,N94,100
N80,N95,90
N80,N96,99
N80,N97,57
N80,N98,77
N80,N99,59
N80,N100,33
N80,N101,64
N80,N102,7
N80,N103,43
N80,N104,111
N80,N105,118
N80,N106,14
N80,N107,79
N80,N108,89
N80,N109,86
N80,N110,59
N80,N111,48
N80,N112,117
N80,N113,6
N80,N114,7
N80,N115,34
N80,N116,76
N80,N117,48
N80,N118,32
N80,N119,66
N80,N120,32
N80,N121,32
N80,N122,83
N80,N123,28
N80,N124,18
N80,N125,9
N80,N126,30
N80,N127,10
N80,N128,120
N80,N129,70
N80,N130,96
N80,N131,41
N80,N132,31
N80,N133,5
N80,N134,89
N80,N135,91
N80,N136,103
N80,N137,53
N80,N138,28
N80,N139,120
N80,N140,99
N80,N141,30
N80,N142,71
N80,N143,70
N80,N144,47
N80,N145,12
N80,N146,118
N80,N147,86
N80,N148,106
N80,N149,79
N80,N150,86
N80,N151,93
N80,N152,83
N80,N153,48
N80,N154,62
N80,N155,43
N80,N156,99
N80,N157,55
N80,N158,68
N80,N159,91
N80,N160,99
N80,N161,17
N80,N162,22
N80,N163,59
N80,N164,103
N80,N165,20
N80,N166,35
N80,N167,9
N80,N168,15
N80,N169,40
N80,N170,7
N80,N171,38
N80,N172,66
N80,N173,27
N80,N174,41
N80,N175,112
N80,N176,98
N80,N177,61
N80,N178,19
N80,N179,96
N80,N180,86
N80,N181,36
N80,N182,14
N80,N183,54
N80,N184,16
N80,N185,42
N80,N186,98
N80,N187,31
N80,N188,94
N80,N189,75
N80,N190,83
N80,N191,104
N80,N192,54
N80,N193,93
N80,N194,86
N80,N195,102
N80,N196,115
N80,N197,105
N80,N198,90
N80,N199,86
N80,N200,25
N81,N82,116
N81,N83,70
N81,N84,31
N81,N85,113
N81,N86,64
N81,N87,12
N81,N88,55
N81,N89,63
N81,N90,41
N81,N91,97
N81,N92,65
N81,N93,112
N81,N94,68
N81,N95,22
N81,N96,10
N81,N97,57
N81,N98,6
N81,N99,105
N81,N100,108
N81,N101,82
N81,N102,87
N81,N103,12
N81,N104,34
N81,N105,43
N81,N106,49
N81,N107,74
N81,N108,64
N81,N109,64
N81,N110,50
N81,N111,83
N81,N112,36
N81,N113,120
N81,N114,28
N81,N115,38
N81,N116,13
N81,N117,105
N81,N118,72
N81,N119,40
N81,N120,103
N81,N121,54
N81,N122,50
N81,N123,93
N81,N124,96
N81,N125,81
N81,N126,17
N81,N127,51
N81,N128,105
N81,N129,99
N81,N130,91
N81,N131,39
N81,N132,73
N81,N133,67
N81,N134,77
N81,N135,8
N81,N136,119
N81,N137,16
N81,N138,120
N81,N139,46
N81,N140,33
N81,N141,93
N81,N142,67
N81,N143,19
N81,N144,6
N81,N145,90
N81,N146,48
N81,N147,9
N81,N148,34
N81,N149,70
N81,N150,113
N81,N151,20
N81,N152,23
N81,N153,100
N81,N154,76
N81,N155,13
N81,N156,48
N81,N157,61
N81,N158,104
N81,N159,108
N81,N160,95
N81,N161,68
N81,N162,71
N81,N163,22
N81,N164,118
N81,N165,21
N81,N166,40
N81,N167,113
N81,N168,25
N81,N169,103
N81,N170,68
N81,N171,62
N81,N172,56
N81,N173,45
N81,N174,56
N81,N175,100
N81,N176,68
N81,N177,101
N81,N178,59
N81,N179,89
N81,N180,78
N81,N181,44
N81,N182,71
N81,N183,76
N81,N184,41
N81,N185,113
N81,N186,79
N81,N187,93
N81,N188,79
N81,N189,28
N81,N190,73
N81,N191,116
N81,N192,21
N81,N193,98
N81,N194,46
N81,N195,119
N81,N196,46
N81,N197,41
N81,N198,76
N81,N199,36
N81,N200,23
N82,N83,84
N82,N84,20
N82,N85,101
N82,N86,56
N82,N87,72
N82,N88,13
N82,N89,40
N82,N90,78
N82,N91,71
N82,N92,85
N82,N93,100
N82,N94,38
N82,N95,100
N82,N96,71
N82,N97,10
N82,N98,59
N82,N99,15
N82,N100,8
N82,N101,105
N82,N102,11
N82,N103,64
N82,N104,119
N82,N105,31
N82,N106,64
N82,N107,42
N82,N108,113
N82,N109,44
N82,N110,22
N82,N111,25
N82,N112,11
N82,N113,15
N82,N114,112
N82,N115,97
N82,N116,87
N82,N117,58
N82,N118,52
N82,N119,118
N82,N120,54
N82,N121,6
N82,N122,111
N82,N123,19
N82,N124,44
N82,N125,77
N82,N126,71
N82,N127,14
N82,N128,114
N82,N129,27
N82,N130,98
N82,N131,91
N82,N132,101
N82,N133,13
N82,N134,70
N82,N135,51
N82,N136,114
N82,N137,51
N82,N138,89
N82,N139,32
N82,N140,119
N82,N141,58
N82,N142,7
N82,N143,28
N82,N144,115
N82,N145,96
N82,N146,35
N82,N147,49
N82,N148,86
N82,N149,108
N82,N150,12
N82,N151,120
N82,N152,71
N82,N153,26
N82,N154,65
N82,N155,29
N82,N156,44
N82,N157,120
N82,N158,77
N82,N159,106
N82,N160,39
N82,N161,104
N82,N162,60
N82,N163,79
N82,N164,39
N82,N165,16
N82,N166,71
N82,N167,117
N82,N168,61
N82,N169,86
N82,N170,116
N82,N171,114
N82,N172,107
N82,N173,58
N82,N174,45
N82,N175,117
N82,N176,38
N82,N177,63
N82,N178,57
N82,N179,112
N82,N180,92
N82,N181,108
N82,N182,36
N82,N183,60
N82,N184,58
N82,N185,29
N82,N186,19
N82,N187,109
N82,N188,16
N82,N189,98
N82,N190,25
N82,N191,103
N82,N192,111
N82,N193,114
N82,N194,107
N82,N195,13
N82,N196,103
N82,N197,44
N82,N198,109
N82,N199,33
N82,N200,21
N83,N84,90
N83,N85,47
N83,N86,100
N83,N87,59
N83,N88,9
N83,N89,71
N83,N90,87
N83,N91,53
N83,N92,21
N83,N93,45
N83,N94,47
N83,N95,44
N83,N96,27
N83,N97,14
N83,N98,113
N83,N99,65
N83,N100,8
N83,N101,24
N83,N102,8
N83,N103,15
N83,N104,19
N83,N105,116
N83,N106,93
N83,N107,75
N83,N108,11
N83,N109,114
N83,N110,82
N83,N111,103
N83,N112,68
N83,N113,14
N83,N114,110
N83,N115,15
N83,N116,118
N83,N117,109
N83,N118,43
N83,N119,71
N83,N120,43
N83,N121,91
N83,N122,74
N83,N123,88
N83,N124,86
N83,N125,50
N83,N126,72
N83,N127,84
N83,N128,95
N83,N129,16
N83,N130,79
N83,N131,49
N83,N132,74
N83,N133,42
N83,N134,46
N83,N135,98
N83,N136,12
N83,N137,33
N83,N138,98
N83,N139,35
N83,N140,86
N83,N141,8
N83,N142,119
N83,N143,117
N83,N144,49
N83,N145,108
N83,N146,31
N83,N147,88
N83,N148,73
N83,N149,85
N83,N150,70
N83,N151,22
N83,N152,24
N83,N153,40
N83,N154,81
N83,N155,71
N83,N156,9
N83,N157,25
N83,N158,22
N83,N159,68
N83,N160,42
N83,N161,33
N83,N162,36
N83,N163,105
N83,N164,26
N83,N165,98
N83,N166,102
N83,N167,95
N83,N168,21
N83,N169,72
N83,N170,66
N83,N171,62
N83,N172,13
N83,N173,33
N83,N174,68
N83,N175,83
N83,N176,106
N83,N177,33
N83,N178,15
N83,N179,12
N83,N180,82
N83,N181,64
N83,N182,18
N83,N183,5
N83,N184,76
N83,N185,98
N83,N186,115
N83,N187,95
N83,N188,27
N83,N189,84
N83,N190,115
N83,N191,62
N83,N192,26
N83,N193,118
N83,N194,71
N83,N195,81
N83,N196,95
N83,N197,119
N83,N198,31
N83,N199,43
N83,N200,109
N84,N85,28
N84,N86,75
N84,N87,87
N84,N88,5
N84,N89,26
N84,N90,106
N84,N91,118
N84,N92,6
N84,N93,81
N84,N94,26
N84,N95,120
N84,N96,104
N84,N97,92
N84,N98,10
N84,N99,25
N84,N100,83
N84,N101,64
N84,N102,53
N84,N103,120
N84,N104,65
N84,N105,66
N84,N106,57
N84,N107,45
N84,N108,6
N84,N109,8
N84,N110,100
N84,N111,11
N84,N112,114
N84,N113,74
N84,N114,102
N84,N115,45
N84,N116,107
N84,N117,80
N84,N118,50
N84,N119,15
N84,N120,97
N84,N121,77
N84,N122,40
N84,N123,79
N84,N124,43
N84,N125,30
N84,N126,119
N84,N127,61
N84,N128,77
N84,N129,117
N84,N130,64
N84,N131,74
N84,N132,120
N84,N133,92
N84,N134,103
N84,N135,76
N84,N136,53
N84,N137,95
N84,N138,47
N84,N139,33
N84,N140,95
N84,N141,49
N84,N142,99
N84,N143,110
N84,N144,64
N84,N145,14
N84,N146,9
N84,N147,72
N84,N148,94
N84,N149,30
N84,N150,12
N84,N151,38
N84,N152,114
N84,N153,22
N84,N154,32
N84,N155,40
N84,N156,26
N84,N157,35
N84,N158,86
N84,N159,35
N84,N160,92
N84,N161,84
N84,N162,19
N84,N163,103
N84,N164,110
N84,N165,9
N84,N166,112
N84,N167,59
N84,N168,30
N84,N169,117
N84,N170,19
N84,N171,19
N84,N172,33
N84,N173,53
N84,N174,23
N84,N175,69
N84,N176,51
N84,N177,36
N84,N178,61
N84,N179,94
N84,N180,96
N84,N181,69
N84,N182,24
N84,N183,16
N84,N184,66
N84,N185,81
N84,N186,45
N84,N187,76
N84,N188,46
N84,N189,65
N84,N190,72
N84,N191,113
N84,N192,108
N84,N193,58
N84,N194,119
N84,N195,84
N84,N196,35
N84,N197,37
N84,N198,113
N84,N199,104
N84,N200,37
N85,N86,114
N85,N87,87
N85,N88,53
N85,N89,64
N85,N90,18
N85,N91,32
N85,N92,6
N85,N93,41
N85,N94,59
N85,N95,17
N85,N96,50
N85,N97,65
N85,N98,24
N85,N99,8
N85,N100,19
N85,N101,65
N85,N102,37
N85,N103,83
N85,N104,36
N85,N105,90
N85,N106,80
N85,N107,17
N85,N108,22
N85,N109,73
N85,N110,13
N85,N111,113
N85,N112,5
N85,N113,117
N85,N114,63
N85,N115,50
N85,N116,111
N85,N117,30
N85,N118,11
N85,N119,111
N85,N120,101
N85,N121,115
N85,N122,74
N85,N123,38
N85,N124,92
N85,N125,38
N85,N126,28
N85,N127,15
N85,N128,19
N85,N129,43
N85,N130,104
N85,N131,75
N85,N132,46
N85,N133,41
N85,N134,75
N85,N135,83
N85,N136,56
N85,N137,7
N85,N138,75
N85,N139,82
N85,N140,52
N85,N141,119
N85,N142,119
N85,N143,88
N85,N144,49
N85,N145,100
N85,N146,64
N85,N147,54
N85,N148,41
N85,N149,72
N85,N150,120
N85,N151,81
N85,N152,101
N85,N153,20
N85,N154,71
N85,N155,10
N85,N156,65
N85,N157,98
N85,N158,74
N85,N159,76
N85,N160,108
N85,N161,106
N85,N162,71
N85,N163,101
N85,N164,73
N85,N165,46
N85,N166,24
N85,N167,43
N85,N168,62
N85,N169,99
N85,N170,22
N85,N171,59
N85,N172,110
N85,N173,119
N85,N174,115
N85,N175,81
N85,N176,65
N85,N177,31
N85,N178,80
N85,N179,57
N85,N180,113
N85,N181,28
N85,N182,82
N85,N183,43
N85,N184,72
N85,N185,93
N85,N186,39
N85,N187,87
N85,N188,24
N85,N189,12
N85,N190,61
N85,N191,38
N85,N192,88
N85,N193,41
N85,N194,24
N85,N195,70
N85,N196,106
N85,N197,42
N85,N198,113
N85,N199,95
N85,N200,104
N86,N87,65
N86,N88,70
N86,N89,97
N86,N90,60
N86,N91,36
N86,N92,58
N86,N93,42
N86,N94,103
N86,N95,12
N86,N96,79
N86,N97,85
N86,N98,60
N86,N99,46
N86,N100,44
N86,N101,41
N86,N102,11
N86,N103,46
N86,N104,19
N86,N105,88
N86,N106,39
N86,N107,36
N86,N108,73
N86,N109,44
N86,N110,18
N86,N111,96
N86,N112,60
N86,N113,65
N86,N114,60
N86,N115,5
N86,N116,116
N86,N117,104
N86,N118,43
N86,N119,32
N86,N120,21
N86,N121,20
N86,N122,51
N86,N123,24
N86,N124,11
N86,N125,63
N86,N126,27
N86,N127,58
N86,N128,62
N86,N129,66
N86,N130,110
N86,N131,109
N86,N132,94
N86,N133,8
N86,N134,19
N86,N135,94
N86,N136,107
N86,N137,48
N86,N138,27
N86,N139,20
N86,N140,116
N86,N141,33
N86,N142,62
N86,N143,13
N86,N144,80
N86,N145,63
N86,N146,65
N86,N147,115
N86,N148,56
N86,N149,99
N86,N150,73
N86,N151,65
N86,N152,61
N86,N153,45
N86,N154,59
N86,N155,115
N86,N156,98
N86,N157,64
N86,N158,55
N86,N159,100
N86,N160,99
N86,N161,52
N86,N162,102
N86,N163,101
N86,N164,27
N86,N165,27
N86,N166,52
N86,N167,12
N86,N168,110
N86,N169,47
N86,N170,106
N86,N171,25
N86,N172,96
N86,N173,87
N86,N174,99
N86,N175,10
N86,N176,47
N86,N177,6
N86,N178,44
N86,N179,110
N86,N180,56
N86,N181,109
N86,N182,26
N86,N183,34
N86,N184,95
N86,N185,93
N86,N186,28
N86,N187,95
N86,N188,51
N86,N189,66
N86,N190,49
N86,N191,111
N86,N192,59
N86,N193,71
N86,N194,35
N86,N195,58
N86,N196,79
N86,N197,120
N86,N198,49
N86,N199,17
N86,N200,23
N87,N88,19
N87,N89,57
N87,N90,85
N87,N91,25
N87,N92,117
N87,N93,69
N87,N94,19
N87,N95,53
N87,N96,40
N87,N97,117
N87,N98,59
N87,N99,77
N87,N100,6
N87,N101,9
N87,N102,115
N87,N103,98
N87,N104,100
N87,N105,19
N87,N106,40
N87,N107,76
N87,N108,46
N87,N109,27
N87,N110,92
N87,N111,50
N87,N112,69
N87,N113,28
N87,N114,96
N87,N115,6
N87,N116,82
N87,N117,72
N87,N118,109
N87,N119,77
N87,N120,54
N87,N121,90
N87,N122,63
N87,N123,120
N87,N124,86
N87,N125,112
N87,N126,68
N87,N127,108
N87,N128,48
N87,N129,15
N87,N130,31
N87,N131,95
N87,N132,29
N87,N133,51
N87,N134,65
N87,N135,6
N87,N136,67
N87,N137,70
N87,N138,48
N87,N139,25
N87,N140,27
N87,N141,22
N87,N142,103
N87,N143,94
N87,N144,33
N87,N145,52
N87,N146,102
N87,N147,34
N87,N148,120
N87,N149,101
N87,N150,16
N87,N151,82
N87,N152,77
N87,N153,63
N87,N154,46
N87,N155,7
N87,N156,90
N87,N157,80
N87,N158,38
N87,N159,12
N87,N160,74
N87,N161,106
N87,N162,107
N87,N163,11
N87,N164,94
N87,N165,11
N87,N166,109
N87,N167,14
N87,N168,118
N87,N169,59
N87,N170,30
N87,N171,97
N87,N172,73
N87,N173,104
N87,N174,39
N87,N175,62
N87,N176,12
N87,N177,56
N87,N178,96
N87,N179,76
N87,N180,96
N87,N181,118
N87,N182,117
N87,N183,92
N87,N184,18
N87,N185,54
N87,N186,110
N87,N187,16
N87,N188,94
N87,N189,76
N87,N190,23
N87,N191,105
N87,N192,83
N87,N193,65
N87,N194,47
N87,N195,86
N87,N196,10
N87,N197,32
N87,N198,120
N87,N199,72
N87,N200,72
N88,N89,5
N88,N90,39
N88,N91,5
N88,N92,25
N88,N93,49
N88,N94,78
N88,N95,54
N88,N96,56
N88,N97,23
N88,N98,20
N88,N99,97
N88,N100,117
N88,N101,49
N88,N102,68
N88,N103,58
N88,N104,88
N88,N105,42
N88,N106,51
N88,N107,55
N88,N108,93
N88,N109,27
N88,N110,65
N88,N111,28
N88,N112,119
N88,N113,113
N88,N114,56
N88,N115,58
N88,N116,93
N88,N117,32
N88,N118,58
N88,N119,61
N88,N120,96
N88,N121,29
N88,N122,39
N88,N123,42
N88,N124,90
N88,N125,101
N88,N126,86
N88,N127,112
N88,N128,96
N88,N129,118
N88,N130,92
N88,N131,14
N88,N132,104
N88,N133,33
N88,N134,78
N88,N135,50
N88,N136,75
N88,N137,50
N88,N138,61
N88,N139,109
N88,N140,31
N88,N141,7
N88,N142,65
N88,N143,41
N88,N144,28
N88,N145,75
N88,N146,44
N88,N147,111
N88,N148,18
N88,N149,105
N88,N150,111
N88,N151,51
N88,N152,33
N88,N153,88
N88,N154,36
N88,N155,78
N88,N156,59
N88,N157,86
N88,N158,116
N88,N159,41
N88,N160,106
N88,N161,101
N88,N162,102
N88,N163,79
N88,N164,38
N88,N165,5
N88,N166,119
N88,N167,33
N88,N168,18
N88,N169,61
N88,N170,47
N88,N171,75
N88,N172,32
N88,N173,118
N88,N174,90
N88,N175,8
N88,N176,15
N88,N177,29
N88,N178,57
N88,N179,34
N88,N180,114
N88,N181,9
N88,N182,90
N88,N183,7
N88,N184,35
N88,N185,53
N88,N186,64
N88,N187,87
N88,N188,56
N88,N189,77
N88,N190,83
N88,N191,29
N88,N192,65
N88,N193,39
N88,N194,71
N88,N195,108
N88,N196,24
N88,N197,102
N88,N198,17
N88,N199,69
N88,N200,102
N89,N90,115
N89,N91,66
N89,N92,113
N89,N93,114
N89,N94,49
N89,N95,74
N89,N96,33
N89,N97,57
N89,N98,10
N89,N99,119
N89,N100,92
N89,N101,39
N89,N102,39
N89,N103,33
N89,N104,6
N89,N105,47
N89,N106,93
N89,N107,83
N89,N108,90
N89,N109,70
N89,N110,32
N89,N111,61
N89,N112,79
N89,N113,8
N89,N114,95
N89,N115,115
N89,N116,56
N89,N117,21
N89,N118,60
N89,N119,72
N89,N120,57
N89,N121,7
N89,N122,117
N89,N123,34
N89,N124,53
N89,N125,86
N89,N126,27
N89,N127,26
N89,N128,62
N89,N129,14
N89,N130,6
N89,N131,32
N89,N132,8
N89,N133,56
N89,N134,77
N89,N135,71
N89,N136,18
N89,N137,24
N89,N138,5
N89,N139,54
N89,N140,108
N89,N141,71
N89,N142,28
N89,N143,115
N89,N144,16
N89,N145,61
N89,N146,12
N89,N147,65
N89,N148,19
N89,N149,116
N89,N150,107
N89,N151,26
N89,N152,78
N89,N153,15
N89,N154,30
N89,N155,66
N89,N156,68
N89,N157,55
N89,N158,71
N89,N159,71
N89,N160,7
N89,N161,72
N89,N162,119
N89,N163,78
N89,N164,61
N89,N165,15
N89,N166,113
N89,N167,63
N89,N168,14
N89,N169,100
N89,N170,69
N89,N171,60
N89,N172,43
N89,N173,101
N89,N174,33
N89,N175,19
N89,N176,100
N89,N177,50
N89,N178,119
N89,N179,63
N89,N180,108
N89,N181,92
N89,N182,59
N89,N183,32
N89,N184,30
N89,N185,118
N89,N186,55
N89,N187,7
N89,N188,30
N89,N189,46
N89,N190,75
N89,N191,84
N89,N192,80
N89,N193,67
N89,N194,82
N89,N195,38
N89,N196,49
N89,N197,52
N89,N198,24
N89,N199,115
N89,N200,65
N90,N91,30
N90,N92,55
N90,N93,5
N90,N94,57
N90,N95,92
N90,N96,73
N90,N97,72
N90,N98,78
N90,N99,72
N90,N100,7
N90,N101,30
N90,N102,115
N90,N103,93
N90,N104,7
N90,N105,33
N90,N106,42
N90,N107,25
N90,N108,44
N90,N109,84
N90,N110,56
N90,N111,111
N90,N112,51
N90,N113,87
N90,N114,116
N90,N115,81
N90,N116,57
N90,N117,120
N90,N118,32
N90,N119,54
N90,N120,82
N90,N121,53
N90,N122,97
N90,N123,92
N90,N124,29
N90,N125,38
N90,N126,101
N90,N127,30
N90,N128,84
N90,N129,55
N90,N130,40
N90,N131,69
N90,N132,47
N90,N133,13
N90,N134,34
N90,N135,114
N90,N136,72
N90,N137,80
N90,N138,58
N90,N139,104
N90,N140,66
N90,N141,15
N90,N142,28
N90,N143,105
N90,N144,90
N90,N145,31
N90,N146,28
N90,N147,99
N90,N148,67
N90,N149,31
N90,N150,107
N90,N151,20
N90,N152,106
N90,N153,92
N90,N154,37
N90,N155,95
N90,N156,27
N90,N157,98
N90,N158,35
N90,N159,103
N90,N160,39
N90,N161,5
N90,N162,105
N90,N163,99
N90,N164,102
N90,N165,53
N90,N166,28
N90,N167,110
N90,N168,37
N90,N169,43
N90,N170,41
N90,N171,65
N90,N172,93
N90,N173,57
N90,N174,55
N90,N175,88
N90,N176,46
N90,N177,71
N90,N178,104
N90,N179,57
N90,N180,22
N90,N181,97
N90,N182,15
N90,N183,31
N90,N184,80
N90,N185,19
N90,N186,30
N90,N187,102
N90,N188,59
N90,N189,41
N90,N190,41
N90,N191,16
N90,N192,70
N90,N193,107
N90,N194,23
N90,N195,60
N90,N196,70
N90,N197,15
N90,N198,112
N90,N199,117
N90,N200,61
N91,N92,109
N91,N93,57
N91,N94,46
N91,N95,18
N91,N96,10
N91,N97,90
N91,N98,110
N91,N99,31
N91,N100,79
N91,N101,9
N91,N102,27
N91,N103,27
N91,N104,105
N91,N105,90
N91,N106,120
N91,N107,91
N91,N108,81
N91,N109,36
N91,N110,109
N91,N111,39
N91,N112,53
N91,N113,34
N91,N114,17
N91,N115,13
N91,N116,52
N91,N117,90
N91,N118,26
N91,N119,72
N91,N120,68
N91,N121,91
N91,N122,43
N91,N123,40
N91,N124,24
N91,N125,113
N91,N126,107
N91,N127,81
N91,N128,28
N91,N129,113
N91,N130,40
N91,N131,26
N91,N132,42
N91,N133,70
N91,N134,43
N91,N135,98
N91,N136,11
N91,N137,59
N91,N138,77
N91,N139,69
N91,N140,81
N91,N141,107
N91,N142,39
N91,N143,13
N91,N144,52
N91,N145,41
N91,N146,27
N91,N147,31
N91,N148,113
N91,N149,108
N91,N150,120
N91,N151,74
N91,N152,66
N91,N153,73
N91,N154,115
N91,N155,50
N91,N156,36
N91,N157,36
N91,N158,112
N91,N159,82
N91,N160,15
N91,N161,89
N91,N162,43
N91,N163,69
N91,N164,19
N91,N165,83
N91,N166,103
N91,N167,85
N91,N168,18
N91,N169,104
N91,N170,107
N91,N171,37
N91,N172,72
N91,N173,6
N91,N174,7
N91,N175,114
N91,N176,23
N91,N177,67
N91,N178,7
N91,N179,65
N91,N180,89
N91,N181,81
N91,N182,24
N91,N183,28
N91,N184,50
N91,N185,64
N91,N186,77
N91,N187,83
N91,N188,33
N91,N189,65
N91,N190,63
N91,N191,27
N91,N192,94
N91,N193,18
N91,N194,28
N91,N195,70
N91,N196,71
N91,N197,73
N91,N198,6
N91,N199,112
N91,N200,35
N92,N93,37
N92,N94,25
N92,N95,16
N92,N96,104
N92,N97,114
N92,N98,13
N92,N99,73
N92,N100,12
N92,N101,51
N92,N102,59
N92,N103,8
N92,N104,53
N92,N105,29
N92,N106,95
N92,N107,7
N92,N108,25
N92,N109,31
N92,N110,40
N92,N111,50
N92,N112,114
N92,N113,33
N92,N114,73
N92,N115,117
N92,N116,78
N92,N117,72
N92,N118,108
N92,N119,33
N92,N120,14
N92,N121,107
N92,N122,68
N92,N123,56
N92,N124,76
N92,N125,6
N92,N126,101
N92,N127,15
N92,N128,76
N92,N129,24
N92,N130,79
N92,N131,120
N92,N132,97
N92,N133,120
N92,N134,94
N92,N135,54
N92,N136,64
N92,N137,40
N92,N138,56
N92,N139,29
N92,N140,88
N92,N141,107
N92,N142,25
N92,N143,5
N92,N144,10
N92,N145,107
N92,N146,26
N92,N147,110
N92,N148,93
